ID,Label
468,4
469,14
470,4
471,0
472,14
473,4
474,14
475,4
476,0
477,14
478,6
479,0
480,6
481,0
482,14
483,4
484,14
485,4
486,14
487,4
488,14
489,0
490,0
491,14
492,4
493,14
494,0
495,14
496,4
497,14
498,4
499,6
500,0
501,14
502,0
503,14
504,0
505,14
506,0
507,14
508,6
509,0
510,6
511,0
512,6
513,0
514,6
515,0
516,14
517,0
518,14
519,0
520,0
521,14
522,6
523,0
524,6
525,0
526,6
527,0
528,14
529,0
530,14
531,0
532,6
533,0
534,6
535,4
536,6
537,4
538,6
539,4
540,14
541,4
542,14
543,4
544,14
545,6
546,4
547,14
548,6
549,0
550,14
551,6
552,0
553,14
554,0
555,14
556,0
557,14
558,4
559,14
560,0
561,14
562,0
563,14
564,4
565,14
566,4
567,14
568,0
569,14
570,4
571,14
572,4
573,14
574,4
575,14
576,4
577,0
578,6
579,4
580,4
581,14
582,6
583,4
584,0
585,14
586,4
587,0
588,14
589,0
590,14
591,0
592,14
593,0
594,6
595,0
596,14
597,6
598,0
599,0
600,0
601,14
602,4
603,14
604,4
605,14
606,0
607,0
608,14
609,0
610,0
611,14
612,0
613,14
614,0
615,0
616,0
617,14
618,0
619,0
620,0
621,0
622,0
623,0
624,14
625,6
626,0
627,6
628,0
629,14
630,0
631,0
632,14
633,4
634,14
635,0
636,14
637,0
638,0
639,6
640,0
641,6
642,4
643,0
644,14
645,6
646,2
647,6
648,4
649,14
650,4
651,14
652,4
653,6
654,4
655,6
656,4
657,14
658,4
659,6
660,0
661,6
662,0
663,6
664,4
665,14
666,4
667,6
668,4
669,6
670,4
671,0
672,6
673,0
674,6
675,0
676,6
677,0
678,0
679,0
680,6
681,4
682,14
683,3
684,3
685,3
686,3
687,3
688,3
689,13
690,0
691,14
692,6
693,0
694,0
695,14
696,14
697,6
698,0
699,6
700,0
701,6
702,0
703,0
704,14
705,6
706,0
707,6
708,4
709,2
710,0
711,6
712,2
713,2
714,6
715,0
716,14
717,6
718,0
719,6
720,0
721,6
722,0
723,6
724,0
725,6
726,0
727,6
728,4
729,6
730,0
731,6
732,0
733,6
734,0
735,14
736,6
737,0
738,14
739,6
740,0
741,6
742,0
743,6
744,0
745,6
746,0
747,0
748,6
749,0
750,6
751,0
752,6
753,4
754,0
755,14
756,6
757,0
758,6
759,0
760,14
761,4
762,0
763,14
764,4
765,0
766,14
767,0
768,0
769,14
770,6
771,0
772,14
773,0
774,14
775,0
776,14
777,6
778,4
779,14
780,6
781,0
782,14
783,4
784,14
785,4
786,6
787,0
788,14
789,0
790,14
791,0
792,14
793,6
794,0
795,14
796,4
797,0
798,6
799,0
800,6
801,4
802,14
803,4
804,14
805,4
806,0
807,6
808,0
809,14
810,4
811,14
812,4
813,14
814,4
815,0
816,0
817,0
818,14
819,4
820,14
821,4
822,14
823,6
824,0
825,14
826,0
827,14
828,0
829,0
830,14
831,0
832,0
833,14
834,0
835,6
836,0
837,6
838,0
839,6
840,0
841,6
842,0
843,14
844,6
845,0
846,6
847,0
848,14
849,0
850,6
851,0
852,6
853,0
854,6
855,0
856,6
857,0
858,6
859,4
860,6
861,0
862,6
863,0
864,6
865,0
866,0
867,14
868,4
869,6
870,0
871,6
872,0
873,6
874,0
875,6
876,0
877,6
878,0
879,6
880,0
881,0
882,14
883,6
884,0
885,6
886,0
887,6
888,0
889,6
890,0
891,14
892,6
893,0
894,14
895,6
896,0
897,6
898,0
899,6
900,0
901,6
902,0
903,6
904,0
905,14
906,6
907,0
908,6
909,0
910,6
911,0
912,6
913,0
914,6
915,0
916,6
917,0
918,6
919,4
920,14
921,4
922,14
923,4
924,14
925,4
926,14
927,4
928,0
929,14
930,4
931,0
932,14
933,6
934,0
935,6
936,0
937,0
938,0
939,0
940,14
941,6
942,0
943,14
944,0
945,14
946,6
947,0
948,6
949,0
950,14
951,0
952,14
953,4
954,14
955,6
956,0
957,14
958,6
959,0
960,6
961,0
962,14
963,0
964,6
965,0
966,6
967,0
968,14
969,14
970,6
971,0
972,6
973,0
974,6
975,0
976,0
977,14
978,0
979,6
980,0
981,2
982,0
983,6
984,4
985,14
986,6
987,4
988,14
989,4
990,14
991,4
992,6
993,0
994,6
995,0
996,6
997,0
998,14
999,0
1000,6
1001,0
1002,14
1003,6
1004,0
1005,14
1006,0
1007,14
1008,6
1009,0
1010,6
1011,0
1012,14
1013,0
1014,14
1015,0
1016,0
1017,0
1018,14
1019,6
1020,0
1021,6
1022,4
1023,14
1024,6
1025,0
1026,14
1027,0
1028,14
1029,4
1030,14
1031,4
1032,14
1033,4
1034,0
1035,6
1036,4
1037,14
1038,0
1039,14
1040,6
1041,0
1042,6
1043,0
1044,14
1045,0
1046,14
1047,6
1048,0
1049,14
1050,0
1051,14
1052,0
1053,0
1054,14
1055,6
1056,0
1057,6
1058,0
1059,6
1060,0
1061,6
1062,0
1063,6
1064,0
1065,6
1066,0
1067,14
1068,0
1069,6
1070,0
1071,6
1072,0
1073,6
1074,4
1075,6
1076,4
1077,6
1078,0
1079,14
1080,0
1081,14
1082,0
1083,14
1084,6
1085,0
1086,14
1087,6
1088,0
1089,14
1090,0
1091,14
1092,4
1093,0
1094,0
1095,14
1096,0
1097,14
1098,4
1099,14
1100,4
1101,14
1102,4
1103,14
1104,4
1105,14
1106,0
1107,14
1108,6
1109,0
1110,0
1111,0
1112,6
1113,4
1114,6
1115,4
1116,14
1117,6
1118,0
1119,6
1120,0
1121,6
1122,0
1123,6
1124,4
1125,14
1126,4
1127,14
1128,4
1129,14
1130,0
1131,0
1132,14
1133,0
1134,14
1135,4
1136,0
1137,0
1138,14
1139,4
1140,0
1141,14
1142,6
1143,0
1144,14
1145,6
1146,0
1147,14
1148,6
1149,0
1150,14
1151,6
1152,0
1153,6
1154,0
1155,14
1156,0
1157,6
1158,0
1159,14
1160,0
1161,0
1162,14
1163,0
1164,6
1165,0
1166,14
1167,6
1168,0
1169,14
1170,6
1171,0
1172,6
1173,0
1174,14
1175,6
1176,0
1177,14
1178,4
1179,0
1180,0
1181,0
1182,14
1183,6
1184,0
1185,6
1186,0
1187,14
1188,0
1189,14
1190,4
1191,0
1192,14
1193,0
1194,6
1195,0
1196,6
1197,0
1198,14
1199,4
1200,0
1201,14
1202,0
1203,0
1204,14
1205,0
1206,0
1207,0
1208,14
1209,4
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,14
1217,0
1218,0
1219,14
1220,0
1221,0
1222,0
1223,0
1224,14
1225,0
1226,14
1227,6
1228,0
1229,6
1230,0
1231,14
1232,0
1233,14
1234,6
1235,0
1236,6
1237,0
1238,14
1239,0
1240,14
1241,0
1242,6
1243,0
1244,14
1245,0
1246,14
1247,0
1248,6
1249,0
1250,14
1251,0
1252,0
1253,4
1254,0
1255,6
1256,2
1257,6
1258,0
1259,14
1260,6
1261,0
1262,6
1263,0
1264,14
1265,6
1266,0
1267,14
1268,0
1269,4
1270,14
1271,6
1272,2
1273,6
1274,0
1275,14
1276,6
1277,0
1278,6
1279,0
1280,14
1281,0
1282,0
1283,6
1284,0
1285,6
1286,4
1287,14
1288,4
1289,0
1290,14
1291,0
1292,0
1293,0
1294,0
1295,0
1296,6
1297,0
1298,6
1299,0
1300,6
1301,0
1302,6
1303,4
1304,0
1305,6
1306,0
1307,14
1308,6
1309,0
1310,6
1311,4
1312,6
1313,4
1314,14
1315,4
1316,14
1317,6
1318,0
1319,6
1320,0
1321,14
1322,6
1323,0
1324,6
1325,0
1326,6
1327,0
1328,6
1329,0
1330,6
1331,0
1332,6
1333,0
1334,0
1335,14
1336,6
1337,0
1338,6
1339,0
1340,14
1341,0
1342,6
1343,4
1344,0
1345,0
1346,6
1347,4
1348,0
1349,6
1350,0
1351,14
1352,0
1353,0
1354,6
1355,0
1356,6
1357,0
1358,14
1359,0
1360,0
1361,6
1362,0
1363,6
1364,0
1365,14
1366,6
1367,0
1368,6
1369,0
1370,14
1371,0
1372,0
1373,6
1374,4
1375,14
1376,4
1377,14
1378,0
1379,6
1380,0
1381,6
1382,0
1383,6
1384,0
1385,6
1386,4
1387,0
1388,14
1389,4
1390,14
1391,4
1392,14
1393,4
1394,14
1395,6
1396,0
1397,14
1398,0
1399,14
1400,0
1401,14
1402,6
1403,4
1404,6
1405,0
1406,14
1407,0
1408,6
1409,0
1410,6
1411,0
1412,0
1413,0
1414,6
1415,0
1416,6
1417,0
1418,6
1419,0
1420,6
1421,4
1422,0
1423,6
1424,0
1425,6
1426,0
1427,6
1428,0
1429,6
1430,0
1431,14
1432,6
1433,0
1434,14
1435,0
1436,6
1437,0
1438,14
1439,6
1440,0
1441,14
1442,0
1443,14
1444,0
1445,14
1446,4
1447,0
1448,0
1449,0
1450,14
1451,0
1452,0
1453,14
1454,4
1455,14
1456,0
1457,14
1458,0
1459,14
1460,4
1461,0
1462,6
1463,4
1464,6
1465,4
1466,0
1467,6
1468,4
1469,0
1470,6
1471,0
1472,6
1473,0
1474,6
1475,0
1476,14
1477,4
1478,14
1479,6
1480,0
1481,6
1482,0
1483,6
1484,0
1485,14
1486,6
1487,0
1488,6
1489,0
1490,6
1491,0
1492,14
1493,0
1494,14
1495,6
1496,0
1497,0
1498,14
1499,6
1500,0
1501,6
1502,0
1503,14
1504,0
1505,6
1506,0
1507,6
1508,0
1509,6
1510,0
1511,6
1512,0
1513,6
1514,0
1515,0
1516,14
1517,6
1518,0
1519,6
1520,0
1521,0
1522,0
1523,0
1524,6
1525,0
1526,6
1527,0
1528,6
1529,0
1530,6
1531,0
1532,6
1533,0
1534,6
1535,0
1536,6
1537,4
1538,14
1539,6
1540,4
1541,6
1542,4
1543,14
1544,4
1545,0
1546,14
1547,0
1548,14
1549,0
1550,0
1551,0
1552,0
1553,8
1554,2
1555,0
1556,14
1557,6
1558,0
1559,6
1560,0
1561,14
1562,0
1563,6
1564,4
1565,14
1566,4
1567,14
1568,4
1569,14
1570,4
1571,14
1572,4
1573,14
1574,4
1575,14
1576,4
1577,0
1578,0
1579,0
1580,6
1581,4
1582,14
1583,4
1584,0
1585,0
1586,0
1587,14
1588,4
1589,0
1590,0
1591,14
1592,6
1593,0
1594,6
1595,0
1596,0
1597,14
1598,0
1599,14
1600,4
1601,0
1602,6
1603,4
1604,14
1605,6
1606,0
1607,6
1608,0
1609,6
1610,0
1611,0
1612,0
1613,14
1614,6
1615,0
1616,6
1617,0
1618,6
1619,0
1620,6
1621,0
1622,6
1623,0
1624,6
1625,0
1626,6
1627,0
1628,6
1629,0
1630,6
1631,0
1632,14
1633,0
1634,14
1635,6
1636,0
1637,6
1638,0
1639,14
1640,0
1641,14
1642,0
1643,6
1644,0
1645,6
1646,0
1647,14
1648,0
1649,14
1650,0
1651,14
1652,4
1653,14
1654,4
1655,14
1656,4
1657,14
1658,4
1659,14
1660,4
1661,0
1662,0
1663,4
1664,6
1665,0
1666,6
1667,0
1668,14
1669,4
1670,0
1671,14
1672,4
1673,14
1674,6
1675,0
1676,6
1677,0
1678,6
1679,4
1680,14
1681,4
1682,14
1683,4
1684,0
1685,14
1686,4
1687,0
1688,14
1689,0
1690,14
1691,4
1692,14
1693,4
1694,14
1695,4
1696,14
1697,0
1698,14
1699,14
1700,4
1701,14
1702,6
1703,0
1704,6
1705,4
1706,6
1707,0
1708,6
1709,0
1710,6
1711,0
1712,6
1713,0
1714,6
1715,4
1716,14
1717,4
1718,0
1719,6
1720,0
1721,6
1722,0
1723,0
1724,0
1725,0
1726,14
1727,0
1728,14
1729,0
1730,6
1731,0
1732,14
1733,0
1734,6
1735,0
1736,6
1737,0
1738,6
1739,0
1740,6
1741,0
1742,6
1743,0
1744,14
1745,4
1746,14
1747,4
1748,14
1749,4
1750,14
1751,0
1752,14
1753,4
1754,0
1755,6
1756,0
1757,14
1758,0
1759,14
1760,0
1761,14
1762,0
1763,0
1764,14
1765,6
1766,0
1767,6
1768,0
1769,6
1770,4
1771,6
1772,4
1773,14
1774,6
1775,4
1776,6
1777,4
1778,14
1779,6
1780,0
1781,0
1782,0
1783,14
1784,0
1785,14
1786,6
1787,0
1788,6
1789,0
1790,6
1791,0
1792,14
1793,0
1794,14
1795,0
1796,0
1797,14
1798,0
1799,14
1800,0
1801,14
1802,0
1803,14
1804,0
1805,14
1806,0
1807,14
1808,0
1809,0
1810,0
1811,6
1812,0
1813,6
1814,0
1815,14
1816,6
1817,0
1818,6
1819,0
1820,14
1821,0
1822,0
1823,6
1824,0
1825,6
1826,0
1827,6
1828,0
1829,6
1830,0
1831,6
1832,0
1833,6
1834,0
1835,14
1836,0
1837,0
1838,14
1839,0
1840,14
1841,6
1842,4
1843,6
1844,4
1845,14
1846,4
1847,0
1848,0
1849,0
1850,14
1851,6
1852,4
1853,0
1854,14
1855,4
1856,0
1857,0
1858,6
1859,0
1860,6
1861,0
1862,6
1863,0
1864,6
1865,0
1866,6
1867,0
1868,6
1869,4
1870,6
1871,0
1872,6
1873,4
1874,0
1875,0
1876,0
1877,14
1878,4
1879,0
1880,14
1881,4
1882,0
1883,6
1884,0
1885,6
1886,0
1887,14
1888,0
1889,14
1890,0
1891,14
1892,4
1893,14
1894,4
1895,0
1896,14
1897,0
1898,6
1899,0
1900,0
1901,0
1902,6
1903,0
1904,14
1905,6
1906,0
1907,6
1908,0
1909,6
1910,0
1911,6
1912,0
1913,6
1914,0
1915,6
1916,0
1917,6
1918,0
1919,6
1920,0
1921,6
1922,0
1923,14
1924,4
1925,14
1926,4
1927,14
1928,4
1929,14
1930,4
1931,4
1932,0
1933,14
1934,0
1935,14
1936,4
1937,14
1938,0
1939,14
1940,0
1941,0
1942,14
1943,4
1944,14
1945,0
1946,14
1947,0
1948,14
1949,0
1950,14
1951,0
1952,6
1953,0
1954,14
1955,0
1956,0
1957,14
1958,0
1959,0
1960,0
1961,14
1962,6
1963,0
1964,14
1965,0
1966,14
1967,6
1968,0
1969,14
1970,0
1971,14
1972,0
1973,6
1974,0
1975,6
1976,0
1977,14
1978,6
1979,0
1980,6
1981,0
1982,6
1983,0
1984,14
1985,6
1986,0
1987,6
1988,0
1989,6
1990,0
1991,6
1992,0
1993,6
1994,0
1995,0
1996,6
1997,0
1998,6
1999,0
2000,6
2001,0
2002,6
2003,0
2004,6
2005,0
2006,6
2007,0
2008,14
2009,0
2010,6
2011,0
2012,6
2013,0
2014,6
2015,0
2016,6
2017,0
2018,6
2019,0
2020,6
2021,0
2022,6
2023,0
2024,6
2025,0
2026,6
2027,0
2028,14
2029,4
2030,14
2031,6
2032,0
2033,6
2034,4
2035,0
2036,6
2037,4
2038,14
2039,4
2040,14
2041,4
2042,14
2043,4
2044,14
2045,4
2046,14
2047,4
2048,6
2049,4
2050,14
2051,4
2052,0
2053,14
2054,0
2055,6
2056,2
2057,2
2058,0
2059,14
2060,4
2061,6
2062,0
2063,6
2064,4
2065,6
2066,0
2067,6
2068,0
2069,6
2070,0
2071,6
2072,4
2073,6
2074,4
2075,6
2076,4
2077,6
2078,4
2079,14
2080,4
2081,14
2082,4
2083,6
2084,4
2085,6
2086,0
2087,6
2088,0
2089,6
2090,0
2091,0
2092,14
2093,6
2094,0
2095,6
2096,4
2097,6
2098,4
2099,14
2100,4
2101,6
2102,4
2103,0
2104,0
2105,0
2106,0
2107,14
2108,6
2109,0
2110,6
2111,0
2112,6
2113,0
2114,6
2115,0
2116,6
2117,0
2118,14
2119,0
2120,0
2121,14
2122,0
2123,14
2124,2
2125,0
2126,14
2127,0
2128,14
2129,6
2130,2
2131,6
2132,0
2133,14
2134,0
2135,14
2136,6
2137,4
2138,0
2139,14
2140,0
2141,14
2142,6
2143,0
2144,6
2145,4
2146,0
2147,14
2148,0
2149,14
2150,4
2151,14
2152,0
2153,14
2154,0
2155,0
2156,14
2157,0
2158,6
2159,0
2160,0
2161,0
2162,14
2163,6
2164,0
2165,6
2166,0
2167,14
2168,0
2169,14
2170,6
2171,0
2172,6
2173,0
2174,6
2175,0
2176,6
2177,0
2178,6
2179,0
2180,6
2181,0
2182,6
2183,0
2184,0
2185,0
2186,0
2187,6
2188,4
2189,14
2190,4
2191,0
2192,14
2193,4
2194,0
2195,14
2196,4
2197,0
2198,14
2199,4
2200,14
2201,4
2202,14
2203,4
2204,14
2205,0
2206,6
2207,0
2208,6
2209,4
2210,14
2211,4
2212,14
2213,4
2214,0
2215,14
2216,6
2217,0
2218,0
2219,6
2220,0
2221,0
2222,6
2223,4
2224,0
2225,14
2226,4
2227,14
2228,4
2229,14
2230,6
2231,4
2232,14
2233,4
2234,0
2235,14
2236,0
2237,14
2238,4
2239,14
2240,6
2241,0
2242,14
2243,0
2244,14
2245,0
2246,14
2247,0
2248,14
2249,0
2250,14
2251,0
2252,14
2253,4
2254,0
2255,14
2256,4
2257,0
2258,14
2259,0
2260,0
2261,14
2262,0
2263,6
2264,0
2265,14
2266,0
2267,6
2268,0
2269,6
2270,4
2271,14
2272,4
2273,14
2274,6
2275,0
2276,0
2277,0
2278,14
2279,6
2280,0
2281,0
2282,14
2283,0
2284,2
2285,14
2286,6
2287,0
2288,6
2289,0
2290,14
2291,0
2292,6
2293,0
2294,0
2295,14
2296,6
2297,0
2298,6
2299,0
2300,14
2301,4
2302,14
2303,0
2304,6
2305,0
2306,14
2307,0
2308,14
2309,0
2310,14
2311,0
2312,14
2313,0
2314,14
2315,0
2316,0
2317,14
2318,4
2319,0
2320,14
2321,0
2322,14
2323,0
2324,14
2325,0
2326,14
2327,4
2328,14
2329,4
2330,0
2331,14
2332,0
2333,14
2334,0
2335,14
2336,4
2337,0
2338,6
2339,4
2340,14
2341,4
2342,6
2343,0
2344,6
2345,0
2346,6
2347,0
2348,14
2349,6
2350,0
2351,14
2352,0
2353,0
2354,6
2355,0
2356,6
2357,0
2358,6
2359,0
2360,6
2361,0
2362,14
2363,4
2364,0
2365,14
2366,4
2367,0
2368,14
2369,4
2370,14
2371,6
2372,0
2373,6
2374,0
2375,6
2376,0
2377,6
2378,0
2379,6
2380,0
2381,6
2382,0
2383,6
2384,4
2385,14
2386,4
2387,0
2388,14
2389,4
2390,6
2391,0
2392,14
2393,6
2394,0
2395,0
2396,14
2397,0
2398,6
2399,0
2400,14
2401,4
2402,14
2403,6
2404,0
2405,6
2406,0
2407,0
2408,6
2409,0
2410,6
2411,0
2412,6
2413,0
2414,0
2415,0
2416,6
2417,4
2418,6
2419,4
2420,4
2421,0
2422,6
2423,4
2424,0
2425,14
2426,0
2427,0
2428,14
2429,6
2430,0
2431,6
2432,0
2433,6
2434,0
2435,0
2436,0
2437,14
2438,6
2439,0
2440,6
2441,0
2442,4
2443,0
2444,6
2445,4
2446,6
2447,0
2448,6
2449,0
2450,6
2451,0
2452,0
2453,6
2454,4
2455,6
2456,4
2457,0
2458,6
2459,4
2460,6
2461,4
2462,6
2463,4
2464,0
2465,6
2466,4
2467,14
2468,0
2469,0
2470,0
2471,6
2472,0
2473,6
2474,0
2475,6
2476,0
2477,6
2478,0
2479,0
2480,0
2481,0
2482,14
2483,6
2484,0
2485,6
2486,0
2487,0
2488,6
2489,0
2490,14
2491,0
2492,14
2493,6
2494,0
2495,6
2496,0
2497,14
2498,0
2499,6
2500,0
2501,6
2502,0
2503,0
2504,0
2505,0
2506,6
2507,0
2508,6
2509,0
2510,6
2511,4
2512,14
2513,4
2514,14
2515,4
2516,14
2517,4
2518,14
2519,4
2520,14
2521,4
2522,14
2523,4
2524,14
2525,4
2526,4
2527,6
2528,4
2529,14
2530,6
2531,0
2532,14
2533,4
2534,14
2535,4
2536,14
2537,4
2538,0
2539,14
2540,4
2541,14
2542,4
2543,14
2544,4
2545,0
2546,14
2547,4
2548,0
2549,0
2550,14
2551,4
2552,0
2553,14
2554,6
2555,4
2556,14
2557,4
2558,14
2559,6
2560,4
2561,14
2562,4
2563,14
2564,4
2565,14
2566,4
2567,14
2568,4
2569,14
2570,4
2571,14
2572,4
2573,14
2574,4
2575,14
2576,4
2577,14
2578,4
2579,14
2580,4
2581,14
2582,4
2583,14
2584,4
2585,14
2586,4
2587,14
2588,4
2589,14
2590,4
2591,14
2592,4
2593,14
2594,4
2595,4
2596,0
2597,14
2598,4
2599,4
2600,14
2601,4
2602,14
2603,4
2604,14
2605,4
2606,14
2607,4
2608,14
2609,4
2610,4
2611,4
2612,14
2613,4
2614,14
2615,4
2616,14
2617,4
2618,14
2619,4
2620,14
2621,4
2622,14
2623,4
2624,14
2625,6
2626,0
2627,6
2628,0
2629,14
2630,0
2631,6
2632,0
2633,14
2634,0
2635,14
2636,0
2637,6
2638,0
2639,14
2640,0
2641,14
2642,4
2643,6
2644,0
2645,14
2646,4
2647,0
2648,2
2649,0
2650,4
2651,6
2652,0
2653,0
2654,14
2655,4
2656,14
2657,6
2658,0
2659,6
2660,0
2661,6
2662,0
2663,14
2664,0
2665,0
2666,0
2667,14
2668,6
2669,0
2670,6
2671,0
2672,14
2673,0
2674,14
2675,0
2676,14
2677,4
2678,14
2679,0
2680,14
2681,6
2682,0
2683,14
2684,6
2685,0
2686,14
2687,6
2688,4
2689,14
2690,6
2691,0
2692,6
2693,0
2694,14
2695,6
2696,0
2697,6
2698,0
2699,6
2700,0
2701,6
2702,0
2703,14
2704,0
2705,14
2706,0
2707,0
2708,14
2709,6
2710,0
2711,14
2712,6
2713,0
2714,6
2715,0
2716,6
2717,0
2718,6
2719,0
2720,14
2721,0
2722,14
2723,6
2724,0
2725,6
2726,0
2727,14
2728,0
2729,0
2730,14
2731,6
2732,0
2733,6
2734,0
2735,6
2736,0
2737,14
2738,6
2739,0
2740,14
2741,0
2742,14
2743,6
2744,0
2745,6
2746,0
2747,0
2748,14
2749,0
2750,14
2751,6
2752,0
2753,6
2754,0
2755,6
2756,0
2757,0
2758,14
2759,0
2760,14
2761,6
2762,0
2763,14
2764,6
2765,0
2766,0
2767,14
2768,6
2769,4
2770,6
2771,0
2772,6
2773,0
2774,6
2775,0
2776,0
2777,0
2778,0
2779,14
2780,6
2781,0
2782,6
2783,0
2784,6
2785,0
2786,6
2787,0
2788,14
2789,0
2790,6
2791,0
2792,6
2793,0
2794,14
2795,0
2796,6
2797,0
2798,0
2799,14
2800,0
2801,14
2802,0
2803,14
2804,0
2805,6
2806,0
2807,0
2808,14
2809,0
2810,14
2811,6
2812,0
2813,6
2814,0
2815,14
2816,6
2817,0
2818,6
2819,0
2820,0
2821,14
2822,0
2823,6
2824,0
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,6
2832,0
2833,14
2834,2
2835,2
2836,2
2837,2
2838,2
2839,0
2840,14
2841,6
2842,2
2843,0
2844,14
2845,4
2846,14
2847,0
2848,14
2849,6
2850,4
2851,6
2852,4
2853,14
2854,6
2855,4
2856,14
2857,6
2858,4
2859,6
2860,4
2861,6
2862,4
2863,6
2864,4
2865,14
2866,4
2867,14
2868,4
2869,14
2870,4
2871,14
2872,4
2873,0
2874,14
2875,4
2876,14
2877,4
2878,14
2879,6
2880,0
2881,14
2882,0
2883,14
2884,4
2885,0
2886,14
2887,0
2888,14
2889,4
2890,0
2891,14
2892,4
2893,14
2894,6
2895,4
2896,14
2897,6
2898,0
2899,6
2900,0
2901,14
2902,4
2903,0
2904,6
2905,0
2906,6
2907,0
2908,0
2909,0
2910,14
2911,0
2912,14
2913,4
2914,14
2915,6
2916,4
2917,0
2918,14
2919,0
2920,14
2921,4
2922,0
2923,14
2924,0
2925,14
2926,6
2927,4
2928,14
2929,4
2930,14
2931,6
2932,4
2933,14
2934,6
2935,4
2936,14
2937,0
2938,14
2939,0
2940,0
2941,0
2942,0
2943,14
2944,6
2945,4
2946,14
2947,4
2948,0
2949,14
2950,4
2951,14
2952,4
2953,14
2954,4
2955,14
2956,6
2957,0
2958,6
2959,4
2960,6
2961,4
2962,6
2963,4
2964,6
2965,4
2966,0
2967,6
2968,4
2969,14
2970,4
2971,6
2972,4
2973,6
2974,4
2975,14
2976,4
2977,14
2978,4
2979,14
2980,6
2981,4
2982,0
2983,6
2984,4
2985,6
2986,0
2987,6
2988,0
2989,14
2990,0
2991,14
2992,0
2993,0
2994,0
2995,0
2996,14
